,0,1,2,3,4,5,6
34,Her,(2013),15+,126 min,"Drama, Romance, Sci-Fi",8.0,"
In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
35,The Martian,(2015),13A,144 min,"Adventure, Drama, Sci-Fi",8.0,"
An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
36,Donnie Darko,(2001),13+,113 min,"Drama, Mystery, Sci-Fi",8.0,"
After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
37,The Avengers,(2012),7+,143 min,"Action, Sci-Fi",8.0,"
Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity."
38,Zack Snyder's Justice League,(2021),16+,242 min,"Action, Adventure, Fantasy",8.0,"
Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
39,Planet of the Apes,(1968),13+,112 min,"Adventure, Sci-Fi",8.0,"
An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved."
40,Twelve Monkeys,(1995),18+,129 min,"Mystery, Sci-Fi, Thriller",8.0,"
In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
41,Akira,(1988),R,124 min,"Animation, Action, Drama",8.0,"
A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
42,Solaris,(1972),13+,167 min,"Drama, Mystery, Sci-Fi",8.0,"
A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane."
43,Kaze no tani no Naushika,(1984),7+,117 min,"Animation, Adventure, Sci-Fi",8.0,"
Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet."
44,G.O.R.A.,(2004),18+,127 min,"Adventure, Comedy, Sci-Fi",8.0,"
A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A."
45,Everything Everywhere All at Once,(2022),13+,139 min,"Action, Adventure, Comedy",7.9,"
A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led."
46,Avatar,(2009),13+,162 min,"Action, Adventure, Fantasy",7.9,"
A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home."
47,Arrival,(II) (2016),7+,116 min,"Drama, Mystery, Sci-Fi",7.9,"
A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world."
48,Iron Man,(2008),13+,126 min,"Action, Adventure, Sci-Fi",7.9,"
After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
49,Edge of Tomorrow,(2014),13A,113 min,"Action, Adventure, Sci-Fi",7.9,"
A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
50,Star Trek,(2009),16+,127 min,"Action, Adventure, Sci-Fi",7.9,"
The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time."
51,Children of Men,(2006),13+,109 min,"Action, Drama, Sci-Fi",7.9,"
In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
52,E.T. the Extra-Terrestrial,(1982),G,115 min,"Adventure, Family, Sci-Fi",7.9,"
A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet."
53,District 9,(2009),15+,112 min,"Action, Sci-Fi, Thriller",7.9,"
Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology."
54,Thor: Ragnarok,(2017),13A,130 min,"Action, Adventure, Comedy",7.9,"
Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
55,X-Men: Days of Future Past,(2014),13A,132 min,"Action, Adventure, Sci-Fi",7.9,"
The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants."
56,The Man from Earth,(2007),---,87 min,"Drama, Fantasy, Mystery",7.9,"
An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine."
57,Brazil,(1985),R,132 min,"Drama, Sci-Fi",7.9,"
A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams."
58,Kôkaku kidôtai,(1995),13+,83 min,"Animation, Action, Crime",7.9,"
A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master."
59,King Kong,(1933),---,100 min,"Adventure, Horror, Sci-Fi",7.9,"
A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City."
60,Rogue One,(2016),13A,133 min,"Action, Adventure, Sci-Fi",7.8,"
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
61,Star Wars: Episode VII - The Force Awakens,(2015),13A,138 min,"Action, Adventure, Sci-Fi",7.8,"
As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
62,About Time,(I) (2013),7+,123 min,"Comedy, Drama, Fantasy",7.8,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
63,Ghostbusters,(1984),13+,105 min,"Action, Comedy, Fantasy",7.8,"
Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
64,Predator,(1987),18+,107 min,"Action, Adventure, Horror",7.8,"
A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior."
65,Captain America: Civil War,(2016),13+,147 min,"Action, Sci-Fi",7.8,"
Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man."
66,Back to the Future Part II,(1989),13+,108 min,"Adventure, Comedy, Sci-Fi",7.8,"
After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
67,Mr. Nobody,(2009),R,141 min,"Drama, Fantasy, Romance",7.8,"
A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
68,Captain America: The Winter Soldier,(2014),7A,136 min,"Action, Adventure, Sci-Fi",7.8,"
As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
69,Serenity,(2005),16+,119 min,"Action, Adventure, Sci-Fi",7.8,"
The crew of the ship Serenity try to evade an assassin sent to recapture telepath River."
70,Big Hero 6,(2014),G,102 min,"Animation, Action, Adventure",7.8,"
A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
71,Isle of Dogs,(2018),7+,101 min,"Animation, Adventure, Comedy",7.8,"
Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
72,Gattaca,(1997),13+,106 min,"Drama, Sci-Fi, Thriller",7.8,"
A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel."
73,Moon,(2009),13+,97 min,"Drama, Mystery, Sci-Fi",7.8,"
Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
74,The Day the Earth Stood Still,(1951),---,92 min,"Drama, Sci-Fi",7.8,"
An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
75,Frankenstein,(1931),---,70 min,"Drama, Horror, Sci-Fi",7.8,"
Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts."
76,Bride of Frankenstein,(1935),---,75 min,"Drama, Horror, Sci-Fi",7.8,"
Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
77,Batman: Mask of the Phantasm,(1993),PG,76 min,"Animation, Action, Adventure",7.8,"
Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin."
78,Cowboy Bebop: Tengoku no tobira,(2001),---,115 min,"Animation, Action, Crime",7.8,"
A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit."
79,Minnal Murali,(2021),13+,158 min,"Action, Comedy, Drama",7.8,"
An unusual event creates a lightning which in turns gives superhuman abilies to an ambitious tailor ,whose responsibility is now to protect his home village from the evil plans of the antagonist."
80,Avatar: The Way of Water,(2022),13+,192 min,"Action, Adventure, Fantasy",7.7,"
Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home."
81,Ex Machina,(2014),16+,108 min,"Drama, Sci-Fi, Thriller",7.7,"
A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I."
82,The Lego Movie,(2014),G,100 min,"Animation, Action, Adventure",7.7,"
An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
83,X: First Class,(2011),13+,131 min,"Action, Sci-Fi",7.7,"
In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them."
84,Wreck-It Ralph,(2012),7A,101 min,"Animation, Adventure, Comedy",7.7,"
A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
85,Gravity,(2013),13+,91 min,"Drama, Sci-Fi, Thriller",7.7,"
Two astronauts work together to survive after an accident leaves them stranded in space."
86,Star Trek Into Darkness,(2013),13+,132 min,"Action, Adventure, Sci-Fi",7.7,"
After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
87,Star Trek II: The Wrath of Khan,(1982),PG,113 min,"Action, Adventure, Sci-Fi",7.7,"
With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
88,Paprika,(2006),15+,90 min,"Animation, Drama, Fantasy",7.7,"
When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
89,La planète sauvage,(1973),---,72 min,"Animation, Sci-Fi",7.7,"
On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
90,Abre los ojos,(1997),15+,119 min,"Drama, Mystery, Sci-Fi",7.7,"
A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
91,Doragon bôru chô: Burorî,(2018),13A,100 min,"Animation, Action, Adventure",7.7,"
Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before."
92,Invasion of the Body Snatchers,(1956),---,80 min,"Drama, Horror, Sci-Fi",7.7,"
A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates."
93,Toki o kakeru shôjo,(2006),---,98 min,"Animation, Adventure, Comedy",7.7,"
A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
94,The Fifth Element,(1997),7+,126 min,"Action, Adventure, Sci-Fi",7.6,"
In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
95,Guardians of the Galaxy Vol. 2,(2017),13+,136 min,"Action, Adventure, Comedy",7.6,"
The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
96,Deadpool 2,(2018),15+,119 min,"Action, Adventure, Comedy",7.6,"
Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
97,Star Wars: Episode III - Revenge of the Sith,(2005),7+,140 min,"Action, Adventure, Fantasy",7.6,"
Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
98,Watchmen,(2009),18+,162 min,"Action, Drama, Mystery",7.6,"
In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
99,Rise of the Planet of the Apes,(2011),13+,105 min,"Action, Drama, Sci-Fi",7.6,"
A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising."
100,Dawn of the Planet of the Apes,(2014),7+,130 min,"Action, Adventure, Drama",7.6,"
The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth."
101,The Butterfly Effect,(2004),15+,113 min,"Drama, Sci-Fi, Thriller",7.6,"
Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
102,RoboCop,(1987),13+,102 min,"Action, Crime, Sci-Fi",7.6,"
In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
103,Minority Report,(2002),16+,145 min,"Action, Crime, Mystery",7.6,"
In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
104,The Fly,(1986),18+,96 min,"Drama, Horror, Sci-Fi",7.6,"
A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong."
105,Incredibles 2,(2018),G,118 min,"Animation, Action, Adventure",7.6,"
The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world."
106,Star Trek: First Contact,(1996),PG-13,111 min,"Action, Adventure, Drama",7.6,"
The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed."
107,Despicable Me,(2010),7+,95 min,"Animation, Adventure, Comedy",7.6,"
When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
108,Dark City,(1998),18+,100 min,"Fantasy, Mystery, Sci-Fi",7.6,"
A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
109,Close Encounters of the Third Kind,(1977),G,138 min,"Drama, Sci-Fi",7.6,"
Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches."
110,Mad Max 2,(1981),15+,96 min,"Action, Adventure, Sci-Fi",7.6,"
In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
111,The Mitchells vs the Machines,(2021),13A,114 min,"Animation, Adventure, Comedy",7.6,"
A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
112,The Invisible Man,(1933),---,71 min,"Horror, Sci-Fi",7.6,"
A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
113,Vampire Hunter D: Bloodlust,(2000),R,103 min,"Animation, Action, Drama",7.6,"
A legendary dhampir competes with a motley family of bounty hunters to return a young woman, who has been seemingly abducted by a vampire, to her family."
114,Evangelion Shin Gekijôban: Jo,(2007),PG-13,98 min,"Animation, Action, Drama",7.6,"
The fate of the world is threatened by seemingly monstrous entities known as Angels. NERV is an organisation set up to counter this threat and it is up to young pilots to protect Earth but exactly what are the real motives behind NERV?"
115,The Hunger Games: Catching Fire,(2013),13+,146 min,"Action, Adventure, Sci-Fi",7.5,"
Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem."
116,Contact,(1997),13+,150 min,"Drama, Mystery, Sci-Fi",7.5,"
Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine."
117,A Quiet Place,(2018),15+,90 min,"Drama, Horror, Sci-Fi",7.5,"
In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing."
118,Total Recall,(1990),18+,113 min,"Action, Adventure, Sci-Fi",7.5,"
When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?"
119,28 Days Later...,(2002),18+,113 min,"Drama, Horror, Sci-Fi",7.5,"
Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
120,Doctor Strange,(2016),13A,115 min,"Action, Adventure, Fantasy",7.5,"
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
121,Upgrade,(2018),15+,100 min,"Action, Sci-Fi, Thriller",7.5,"
Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant."
122,Source Code,(2011),7+,93 min,"Action, Drama, Mystery",7.5,"
A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes."
123,The Abyss,(1989),PG-13,140 min,"Adventure, Drama, Mystery",7.5,"
A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species."
124,Who Am I - Kein System ist sicher,(2014),13+,102 min,"Crime, Drama, Mystery",7.5,"
Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage."
125,Forbidden Planet,(1956),---,98 min,"Adventure, Sci-Fi",7.5,"
A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilization."
126,The Secret of NIMH,(1982),---,82 min,"Animation, Adventure, Drama",7.5,"
To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected."
127,The Time Machine,(1960),---,103 min,"Adventure, Romance, Sci-Fi",7.5,"
A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society."
128,Gojira,(1954),---,96 min,"Action, Horror, Sci-Fi",7.5,"
American nuclear-weapons testing results in the creation of a seemingly unstoppable, dinosaur-like beast."
129,The Curse of the Were-Rabbit,(2005),---,85 min,"Animation, Adventure, Comedy",7.5,"
Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest."
130,La cité des enfants perdus,(1995),R,112 min,"Drama, Fantasy, Sci-Fi",7.5,"
A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process."
131,Galaxy Quest,(1999),PG,102 min,"Adventure, Comedy, Sci-Fi",7.4,"
The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord."
132,Spider-Man,(2002),13+,121 min,"Action, Adventure, Sci-Fi",7.4,"
After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy."
133,Ready Player One,(2018),13A,140 min,"Action, Adventure, Sci-Fi",7.4,"
When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world."
134,Superman,(1978),7A,143 min,"Action, Adventure, Sci-Fi",7.4,"
An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero."
135,Shang-Chi and the Legend of the Ten Rings,(2021),13+,132 min,"Action, Adventure, Fantasy",7.4,"
Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization."
136,Spider-Man: Homecoming,(2017),13+,133 min,"Action, Adventure, Sci-Fi",7.4,"
Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City."
137,Spider-Man 2,(2004),16+,127 min,"Action, Adventure, Sci-Fi",7.4,"
Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius."
138,War for the Planet of the Apes,(2017),13A,140 min,"Action, Adventure, Drama",7.4,"
After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
139,Predestination,(I) (2014),18+,97 min,"Action, Drama, Sci-Fi",7.4,"
For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos."
140,Wonder Woman,(2017),13+,141 min,"Action, Adventure, Fantasy",7.4,"
When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny."
141,Spider-Man: Far from Home,(2019),13A,129 min,"Action, Adventure, Comedy",7.4,"
Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever."
