,0,1,2,3,4,5,6
50,Karthikeya 2,(2022),---,150 min,"Action, Adventure, Fantasy",8.0,"
A sequel to mystic thriller Karthikeya (2014), which deals with the personal problems of Karthik and how he comes out of them. His pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna."
51,Everything Everywhere All at Once,(2022),13+,139 min,"Action, Adventure, Comedy",7.9,"
A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led."
52,Puss in Boots: The Last Wish,(2022),6+,102 min,"Animation, Adventure, Comedy",7.9,"
When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish."
53,Avatar,(2009),13+,162 min,"Action, Adventure, Fantasy",7.9,"
A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home."
54,Harry Potter and the Prisoner of Azkaban,(2004),13+,142 min,"Adventure, Family, Fantasy",7.9,"
Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
55,Shrek,(2001),7+,90 min,"Animation, Adventure, Comedy",7.9,"
A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
56,Thor: Ragnarok,(2017),13A,130 min,"Action, Adventure, Comedy",7.9,"
Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
57,Life of Pi,(2012),13A,127 min,"Adventure, Drama, Fantasy",7.9,"
A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
58,Edward Scissorhands,(1990),7+,105 min,"Drama, Fantasy, Romance",7.9,"
The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family."
59,The Man from Earth,(2007),---,87 min,"Drama, Fantasy, Mystery",7.9,"
An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine."
60,Wo hu cang long,(2000),16+,120 min,"Action, Adventure, Drama",7.9,"
A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation."
61,Toy Story 2,(1999),G,92 min,"Animation, Adventure, Comedy",7.9,"
When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
62,The Nightmare Before Christmas,(1993),G,76 min,"Animation, Family, Fantasy",7.9,"
Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
63,Nosferatu,(1922),---,94 min,"Fantasy, Horror",7.9,"
Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife."
64,Låt den rätte komma in,(2008),15+,114 min,"Drama, Fantasy, Horror",7.9,"
Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
65,Harvey,(1950),---,104 min,"Comedy, Drama, Fantasy",7.9,"
Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
66,La Belle et la Bête,(1946),---,96 min,"Drama, Fantasy, Romance",7.9,"
A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
67,The Hobbit: An Unexpected Journey,(2012),13A,169 min,"Adventure, Fantasy",7.8,"
A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
68,About Time,(I) (2013),7+,123 min,"Comedy, Drama, Fantasy",7.8,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
69,Ghostbusters,(1984),13+,105 min,"Action, Comedy, Fantasy",7.8,"
Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
70,Willy Wonka & the Chocolate Factory,(1971),G,100 min,"Family, Fantasy, Musical",7.8,"
A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory."
71,La montaña sagrada,(1973),---,114 min,"Adventure, Drama, Fantasy",7.8,"
In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
72,The Hobbit: The Desolation of Smaug,(2013),13A,161 min,Fantasy,7.8,"
The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
73,The Curious Case of Benjamin Button,(2008),G,166 min,"Drama, Fantasy, Romance",7.8,"
Tells the story of Benjamin Button, a man who starts aging backwards with consequences."
74,Mr. Nobody,(2009),R,141 min,"Drama, Fantasy, Romance",7.8,"
A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
75,Mary Poppins,(1964),G,139 min,"Comedy, Family, Fantasy",7.8,"
In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
76,Paddington 2,(2017),7+,103 min,"Adventure, Comedy, Family",7.8,"
Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
77,How to Train Your Dragon 2,(2014),G,102 min,"Animation, Action, Adventure",7.8,"
When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
78,The Fall,(I) (2006),7+,117 min,"Adventure, Drama, Fantasy",7.8,"
In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
79,Majo no takkyûbin,(1989),7+,103 min,"Animation, Family, Fantasy",7.8,"
A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
80,Jûbê ninpûchô,(1993),---,94 min,"Animation, Action, Adventure",7.8,"
A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate."
81,Sennen joyû,(2001),PG,87 min,"Animation, Drama, Fantasy",7.8,"
A TV interviewer and his cameraman meet a former actress and travel through her memories and career."
82,Minnal Murali,(2021),13+,158 min,"Action, Comedy, Drama",7.8,"
An unusual event creates a lightning which in turns gives superhuman abilies to an ambitious tailor ,whose responsibility is now to protect his home village from the evil plans of the antagonist."
83,Avatar: The Way of Water,(2022),13+,192 min,"Action, Adventure, Fantasy",7.7,"
Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home."
84,Harry Potter and the Goblet of Fire,(2005),13+,157 min,"Adventure, Family, Fantasy",7.7,"
Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
85,Harry Potter and the Deathly Hallows: Part 1,(2010),13+,146 min,"Adventure, Family, Fantasy",7.7,"
As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
86,The Lego Movie,(2014),G,100 min,"Animation, Action, Adventure",7.7,"
An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
87,Coraline,(2009),7+,100 min,"Animation, Drama, Family",7.7,"
An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
88,Tangled,(2010),G,100 min,"Animation, Adventure, Comedy",7.7,"
The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
89,Toy Story 4,(2019),G,100 min,"Animation, Adventure, Comedy",7.7,"
When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
90,Who Framed Roger Rabbit,(1988),7+,104 min,"Animation, Adventure, Comedy",7.7,"
A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder."
91,Midnight in Paris,(2011),13A,94 min,"Comedy, Fantasy, Romance",7.7,"
While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
92,Wreck-It Ralph,(2012),7A,101 min,"Animation, Adventure, Comedy",7.7,"
A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
93,Being John Malkovich,(1999),G,113 min,"Comedy, Drama, Fantasy",7.7,"
A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich."
94,"South Park: Bigger, Longer & Uncut",(1999),16+,81 min,"Animation, Comedy, Fantasy",7.7,"
When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
95,Kung fu,(2004),R,99 min,"Action, Comedy, Fantasy",7.7,"
In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
96,Paprika,(2006),15+,90 min,"Animation, Drama, Fantasy",7.7,"
When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
97,Kubo and the Two Strings,(2016),7+,101 min,"Animation, Action, Adventure",7.7,"
A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past."
98,Fantasia,(1940),---,124 min,"Animation, Family, Fantasy",7.7,"
A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
99,Waking Life,(2001),R,99 min,"Animation, Drama, Fantasy",7.7,"
A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe."
100,Doragon bôru chô: Burorî,(2018),13A,100 min,"Animation, Action, Adventure",7.7,"
Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before."
101,Kurenai no buta,(1992),PG,94 min,"Animation, Adventure, Comedy",7.7,"
In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
102,La double vie de Véronique,(1991),13+,98 min,"Drama, Fantasy, Music",7.7,"
Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
103,Le Petit Prince,(2015),G,108 min,"Animation, Adventure, Drama",7.7,"
A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
104,Toki o kakeru shôjo,(2006),---,98 min,"Animation, Adventure, Comedy",7.7,"
A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
105,Yume,(1990),---,119 min,"Drama, Fantasy",7.7,"
A collection of tales based upon eight of director Akira Kurosawa's recurring dreams."
106,Eega,(2012),---,145 min,"Action, Comedy, Drama",7.7,"
A murdered man is reincarnated as a housefly and seeks to avenge his death."
107,The Purple Rose of Cairo,(1985),---,82 min,"Comedy, Fantasy, Romance",7.7,"
In 1935 New Jersey, a movie character walks off the screen and into the real world."
108,The Muppet Christmas Carol,(1992),---,85 min,"Comedy, Drama, Family",7.7,"
The Muppets present their own touching rendition of Charles Dickens' classic tale."
109,Dungeons & Dragons: Honor Among Thieves,(2023),PG-13,134 min,"Action, Adventure, Comedy",7.6,"
A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people."
110,Harry Potter and the Sorcerer's Stone,(2001),7+,152 min,"Adventure, Family, Fantasy",7.6,"
An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
111,Moana,(I) (2016),G,107 min,"Animation, Adventure, Comedy",7.6,"
In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
112,Guillermo del Toro's Pinocchio,(2022),7+,117 min,"Animation, Drama, Family",7.6,"
A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child."
113,Star Wars: Episode III - Revenge of the Sith,(2005),7+,140 min,"Action, Adventure, Fantasy",7.6,"
Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
114,Harry Potter and the Half-Blood Prince,(2009),16+,153 min,"Action, Adventure, Family",7.6,"
As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
115,Stardust,(2007),13+,127 min,"Adventure, Family, Fantasy",7.6,"
In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
116,The Little Mermaid,(1989),G,83 min,"Animation, Adventure, Family",7.6,"
A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love."
117,Kung Fu Panda,(2008),7+,92 min,"Animation, Action, Adventure",7.6,"
To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
118,Mulan,(1998),G,87 min,"Animation, Adventure, Comedy",7.6,"
To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
119,Dark City,(1998),18+,100 min,"Fantasy, Mystery, Sci-Fi",7.6,"
A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
120,Gake no ue no Ponyo,(2008),7+,101 min,"Animation, Adventure, Comedy",7.6,"
A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
121,Snow White and the Seven Dwarfs,(1937),Approved,83 min,"Animation, Adventure, Family",7.6,"
Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
122,Karigurashi no Arietty,(2010),---,94 min,"Animation, Adventure, Drama",7.6,"
The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter Arrietty is discovered."
123,Interstate 60: Episodes of the Road,(2002),R,116 min,"Adventure, Comedy, Drama",7.6,"
Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl."
124,A Little Princess,(1995),G,97 min,"Drama, Family, Fantasy",7.6,"
A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead."
125,Vampire Hunter D: Bloodlust,(2000),R,103 min,"Animation, Action, Drama",7.6,"
A legendary dhampir competes with a motley family of bounty hunters to return a young woman, who has been seemingly abducted by a vampire, to her family."
126,The Secret of Kells,(2009),---,71 min,"Animation, Adventure, Family",7.6,"
A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers."
127,Bakemono no ko,(2015),PG-13,119 min,"Animation, Action, Adventure",7.6,"
When a young orphaned boy living on the streets of Shibuya stumbles upon a fantastic world of beasts, he's taken in by a gruff warrior beast looking for an apprentice."
128,Rupan sansei: Kariosutoro no shiro,(1979),---,100 min,"Animation, Action, Adventure",7.6,"
A dashing thief, his gang of desperadoes and an intrepid cop struggle to free a princess from an evil count, and learn the secret of a treasure that she holds part of the key to."
129,Scott Pilgrim vs. the World,(2010),13+,112 min,"Action, Comedy, Fantasy",7.5,"
In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart."
130,Beetle Juice,(1988),G,92 min,"Comedy, Fantasy",7.5,"
The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out."
131,Harry Potter and the Order of the Phoenix,(2007),13+,138 min,"Action, Adventure, Family",7.5,"
With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
132,Tenki no ko,(2019),PG-13,112 min,"Animation, Drama, Fantasy",7.5,"
A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather."
133,Interview with the Vampire: The Vampire Chronicles,(1994),18+,123 min,"Drama, Fantasy, Horror",7.5,"
A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
134,The Crow - Die Krähe,(1994),16+,102 min,"Action, Crime, Drama",7.5,"
A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder."
135,Doctor Strange,(2016),13A,115 min,"Action, Adventure, Fantasy",7.5,"
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
136,Perfume: The Story of a Murderer,(2006),16+,147 min,"Crime, Drama, Fantasy",7.5,"
Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent."
137,Field of Dreams,(1989),G,107 min,"Drama, Family, Fantasy",7.5,"
Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true."
138,Hugo,(2011),G,126 min,"Adventure, Drama, Family",7.5,"
In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
