,0,1,2,3,4,5,6
15,The Usual Suspects,(1995),18+,106 min,"Crime, Drama, Mystery",8.5,"
A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
16,Kaithi,(2019),---,145 min,"Action, Adventure, Crime",8.5,"
Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy."
17,Joker,(I) (2019),18+,122 min,"Crime, Drama, Thriller",8.4,"
The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution."
18,Witness for the Prosecution,(1957),---,116 min,"Crime, Drama, Mystery",8.4,"
A veteran British barrister must defend his client in a murder trial that has surprise after surprise."
19,Tengoku to jigoku,(1963),---,143 min,"Crime, Drama, Mystery",8.4,"
An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom."
20,Sardar Udham,(2021),16+,164 min,"Biography, Crime, Drama",8.4,"
A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre."
21,Drishyam 2,(2021),13+,152 min,"Crime, Drama, Thriller",8.4,"
A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?"
22,Heat,(1995),18+,170 min,"Action, Crime, Drama",8.3,"
A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist."
23,A Clockwork Orange,(1971),18+,136 min,"Crime, Sci-Fi",8.3,"
In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
24,Scarface,(1983),18+,170 min,"Crime, Drama",8.3,"
In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
25,Once Upon a Time in America,(1984),18+,229 min,"Crime, Drama",8.3,"
A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
26,Reservoir Dogs,(1992),15+,99 min,"Crime, Thriller",8.3,"
When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
27,The Sting,(1973),13+,129 min,"Comedy, Crime, Drama",8.3,"
Two grifters team up to pull off the ultimate con."
28,To Kill a Mockingbird,(1962),G,129 min,"Crime, Drama",8.3,"
Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice."
29,M - Eine Stadt sucht einen Mörder,(1931),---,117 min,"Crime, Mystery, Thriller",8.3,"
When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
30,Double Indemnity,(1944),---,107 min,"Crime, Drama, Film-Noir",8.3,"
A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
31,K.G.F: Chapter 2,(2022),---,168 min,"Action, Crime, Drama",8.3,"
In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
32,Vikram,(2022),---,175 min,"Action, Crime, Thriller",8.3,"
A high-octane action film where a special investigator is assigned a case of serial Killings, he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved."
33,Ratsasan,(2018),---,170 min,"Action, Crime, Drama",8.3,"
A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally."
34,Drishyam,(2013),---,160 min,"Crime, Drama, Thriller",8.3,"
A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime."
35,John Wick: Chapter 4,(2023),R,169 min,"Action, Crime, Thriller",8.2,"
John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
36,The Wolf of Wall Street,(2013),18+,180 min,"Biography, Comedy, Crime",8.2,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
37,Taxi Driver,(1976),18+,114 min,"Crime, Drama",8.2,"
A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
38,No Country for Old Men,(2007),18+,122 min,"Crime, Drama, Thriller",8.2,"
Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande."
39,Kill Bill: Vol. 1,(2003),18+,111 min,"Action, Crime, Drama",8.2,"
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
40,Casino,(1995),18+,178 min,"Crime, Drama",8.2,"
A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite."
41,Snatch,(2000),18+,104 min,"Comedy, Crime",8.2,"
Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
42,Batman Begins,(2005),13+,140 min,"Action, Crime, Drama",8.2,"
After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
43,L.A. Confidential,(1997),15+,138 min,"Crime, Drama, Mystery",8.2,"
As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
44,Dial M for Murder,(1954),---,105 min,"Crime, Thriller",8.2,"
A former tennis star arranges the murder of his adulterous wife."
45,Drishyam 2,(2022),13+,140 min,"Crime, Drama, Mystery",8.2,"
A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?"
46,Rashômon,(1950),---,88 min,"Crime, Drama, Mystery",8.2,"
The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
47,Andhadhun,(2018),16+,139 min,"Crime, Mystery, Thriller",8.2,"
A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
48,Drishyam,(2015),13+,163 min,"Crime, Drama, Mystery",8.2,"
Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
49,Z,(1969),M/PG,127 min,"Crime, Drama, Thriller",8.2,"
The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it."
50,K.G.F: Chapter 1,(2018),---,156 min,"Action, Crime, Drama",8.2,"
In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
51,Gangs of Wasseypur,(2012),---,321 min,"Action, Comedy, Crime",8.2,"
A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
52,Vikram Vedha,(2017),---,147 min,"Action, Crime, Drama",8.2,"
Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict."
53,Paan Singh Tomar,(2012),---,135 min,"Action, Biography, Crime",8.2,"
The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
54,The Big Lebowski,(1998),18+,117 min,"Comedy, Crime",8.1,"
Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife."
55,Prisoners,(2013),15A,153 min,"Crime, Drama, Mystery",8.1,"
When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
56,The Grand Budapest Hotel,(2014),13+,99 min,"Adventure, Comedy, Crime",8.1,"
A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
57,Catch Me If You Can,(2002),13+,141 min,"Biography, Crime, Drama",8.1,"
Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
58,Cool Hand Luke,(1967),18+,127 min,"Crime, Drama",8.1,"
A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
59,Fargo,(1996),15+,98 min,"Crime, Thriller",8.1,"
Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson."
60,"Three Billboards Outside Ebbing, Missouri",(2017),15+,115 min,"Comedy, Crime, Drama",8.1,"
A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit."
61,"Lock, Stock and Two Smoking Barrels",(1998),18+,107 min,"Action, Comedy, Crime",8.1,"
Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
62,Salinui chueok,(2003),---,131 min,"Crime, Drama, Mystery",8.1,"
In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
63,Spotlight,(I) (2015),15+,129 min,"Biography, Crime, Drama",8.1,"
The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
64,La haine,(1995),16+,98 min,"Crime, Drama",8.1,"
24 hours in the lives of three young men in the French suburbs the day after a violent riot."
65,In the Name of the Father,(1993),G,133 min,"Biography, Crime, Drama",8.1,"
A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them."
66,On the Waterfront,(1954),13+,108 min,"Crime, Drama, Thriller",8.1,"
An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
67,Paper Moon,(1973),---,102 min,"Comedy, Crime, Drama",8.1,"
During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
68,Les quatre cents coups,(1959),---,99 min,"Crime, Drama",8.1,"
A young boy, left without attention, delves into a life of petty crime."
69,White Heat,(1949),---,114 min,"Action, Crime, Drama",8.1,"
A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist."
70,Les diaboliques,(1955),---,117 min,"Crime, Drama, Horror",8.1,"
The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi."
71,Dom za vesanje,(1988),---,142 min,"Comedy, Crime, Drama",8.1,"
In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
72,A Wednesday,(2008),---,104 min,"Action, Crime, Drama",8.1,"
A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday."
73,Rang De Basanti,(2006),---,167 min,"Comedy, Crime, Drama",8.1,"
The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
74,Du rififi chez les hommes,(1955),---,118 min,"Crime, Drama, Thriller",8.1,"
Four men plan a technically perfect crime, but the human element intervenes..."
75,Talvar,(2015),---,132 min,"Crime, Drama, Mystery",8.1,"
An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide."
76,Pink,(III) (2016),---,136 min,"Crime, Drama, Thriller",8.1,"
When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
77,Article 15,(2019),---,130 min,"Crime, Drama, Mystery",8.1,"
In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
78,Eskiya,(1996),7+,128 min,"Crime, Drama, Thriller",8.1,"
Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover."
79,Hera Pheri,(2000),---,156 min,"Action, Comedy, Crime",8.1,"
Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
80,Dog Day Afternoon,(1975),7A,125 min,"Biography, Crime, Drama",8.0,"
Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
81,Zootopia,(2016),7A,108 min,"Animation, Adventure, Comedy",8.0,"
In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
82,Sin City,(2005),18+,124 min,"Crime, Thriller",8.0,"
An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption."
83,Dogville,(2003),13+,178 min,"Crime, Drama",8.0,"
A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
84,The Maltese Falcon,(1941),---,100 min,"Crime, Film-Noir, Mystery",8.0,"
San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
85,Kill Bill: Vol. 2,(2004),18+,137 min,"Action, Crime, Thriller",8.0,"
The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
86,Butch Cassidy and the Sundance Kid,(1969),7+,110 min,"Biography, Crime, Drama",8.0,"
Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia."
87,Slumdog Millionaire,(2008),7+,120 min,"Crime, Drama, Romance",8.0,"
A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
88,Pâfekuto burû,(1997),R,81 min,"Animation, Crime, Drama",8.0,"
A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
89,Contratiempo,(2016),13+,106 min,"Crime, Drama, Mystery",8.0,"
A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense."
90,Papillon,(1973),15+,151 min,"Biography, Crime, Drama",8.0,"
A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
91,Chung Hing sam lam,(1994),PG-13,102 min,"Comedy, Crime, Drama",8.0,"
Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
92,The Night of the Hunter,(1955),---,92 min,"Crime, Drama, Film-Noir",8.0,"
A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
93,Mou gaan dou,(2002),R,101 min,"Action, Crime, Drama",8.0,"
A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
94,Touch of Evil,(1958),PG-13,95 min,"Crime, Drama, Film-Noir",8.0,"
A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town."
95,Out of the Past,(1947),---,97 min,"Crime, Drama, Film-Noir",8.0,"
A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
96,Tropa de Elite,(2007),R,115 min,"Action, Crime, Drama",8.0,"
In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
97,Le Samouraï,(1967),---,105 min,"Crime, Drama",8.0,"
After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner."
98,"Crna macka, beli macor",(1998),R,127 min,"Comedy, Crime, Romance",8.0,"
Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster."
99,Tropa de Elite 2: O Inimigo Agora é Outro,(2010),---,115 min,"Action, Crime, Drama",8.0,"
After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
100,Haider,(2014),---,160 min,"Action, Crime, Drama",8.0,"
A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
101,Kind Hearts and Coronets,(1949),---,106 min,"Comedy, Crime",8.0,"
A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession."
102,Special Chabbis,(2013),---,144 min,"Crime, Drama, Thriller",8.0,"
A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers."
103,Knives Out,(2019),13+,130 min,"Comedy, Crime, Drama",7.9,"
A detective investigates the death of the patriarch of an eccentric, combative family."
104,Chor Nikal Ke Bhaga,(2023),---,110 min,"Crime, Drama, Thriller",7.9,"
A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation."
105,In Bruges,(2008),15+,107 min,"Comedy, Crime, Drama",7.9,"
Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
106,Fantastic Mr. Fox,(2009),7+,87 min,"Animation, Adventure, Comedy",7.9,"
An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation."
107,True Romance,(1993),18+,119 min,"Crime, Drama, Romance",7.9,"
In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
108,The Big Sleep,(1946),---,114 min,"Crime, Film-Noir, Mystery",7.9,"
Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
109,Mystic River,(2003),15+,138 min,"Crime, Drama, Mystery",7.9,"
The lives of three men who were childhood friends are shattered when one of them has a family tragedy."
110,The Blues Brothers,(1980),G,133 min,"Action, Adventure, Comedy",7.9,"
Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
111,Mildred Pierce,(1945),---,111 min,"Crime, Drama, Film-Noir",7.9,"
A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter."
112,Carlito's Way,(1993),18+,144 min,"Crime, Drama, Thriller",7.9,"
A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
113,Serbuan maut 2: Berandal,(2014),18+,150 min,"Action, Crime, Thriller",7.9,"
Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
114,Strangers on a Train,(1951),PG,101 min,"Crime, Drama, Film-Noir",7.9,"
A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder."
115,Kôkaku kidôtai,(1995),13+,83 min,"Animation, Action, Crime",7.9,"
A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master."
116,Bound by Honor,(1993),R,180 min,"Crime, Drama",7.9,"
Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
117,Dancer in the Dark,(2000),R,140 min,"Crime, Drama, Musical",7.9,"
An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision."
118,Once Were Warriors,(1994),R,102 min,"Crime, Drama",7.9,"
A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts."
119,Manbiki kazoku,(2018),15+,121 min,"Crime, Drama, Thriller",7.9,"
A Japanese family with inadequate incomes depend on shoplifting to make ends meet."
120,The Killing,(1956),15+,84 min,"Crime, Drama, Film-Noir",7.9,"
Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery."
121,Rope,(1948),---,80 min,"Crime, Drama, Mystery",7.9,"
Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death."
122,Arsenic and Old Lace,(1944),---,118 min,"Comedy, Crime, Thriller",7.9,"
A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers."
123,Bin-jip,(2004),R,88 min,"Crime, Drama, Romance",7.9,"
A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days."
124,The Thin Man,(1934),---,91 min,"Comedy, Crime, Mystery",7.9,"
Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
125,In Cold Blood,(1967),---,134 min,"Biography, Crime, Drama",7.9,"
Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
126,Nueve reinas,(2000),R,114 min,"Crime, Drama, Thriller",7.9,"
Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
127,Ascenseur pour l'échafaud,(1958),---,91 min,"Crime, Drama, Thriller",7.9,"
A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
128,Le cercle rouge,(1970),---,140 min,"Crime, Drama, Thriller",7.9,"
After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
129,The Big Heat,(1953),---,89 min,"Crime, Film-Noir, Thriller",7.9,"
Tough cop Dave Bannion takes on a politically powerful crime syndicate."
130,Baby,(I) (2015),---,159 min,"Action, Crime, Thriller",7.9,"
An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
131,The Batman,(2022),13+,176 min,"Action, Crime, Drama",7.8,"
When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
132,The Gentlemen,(2019),16+,113 min,"Action, Comedy, Crime",7.8,"
An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
133,The Fugitive,(1993),13A,130 min,"Action, Crime, Drama",7.8,"
Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
134,The Irishman,(2019),16+,209 min,"Biography, Crime, Drama",7.8,"
An illustration of Frank Sheeran's life, from WWII veteran, to hitman for the Bufalino crime family and his alleged assassination of close friend, Jimmy Hoffa."
135,Nightcrawler,(2014),15+,117 min,"Crime, Drama, Thriller",7.8,"
When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
136,The Hateful Eight,(2015),18+,168 min,"Crime, Drama, Mystery",7.8,"
In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
137,The Girl with the Dragon Tattoo,(2011),18+,158 min,"Crime, Drama, Mystery",7.8,"
Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander."
138,Taken,(I) (2008),13+,90 min,"Action, Crime, Thriller",7.8,"
A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
139,American Gangster,(2007),18+,157 min,"Biography, Crime, Drama",7.8,"
An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
140,The Untouchables,(1987),7+,119 min,"Crime, Drama, Thriller",7.8,"
During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him."
141,Boyz n the Hood,(1991),R,112 min,"Crime, Drama",7.8,"
Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
142,A Bronx Tale,(1993),R,121 min,"Crime, Drama",7.8,"
A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s."
143,Ang-ma-reul bo-at-da,(2010),18+,144 min,"Action, Crime, Drama",7.8,"
A secret agent exacts revenge on a serial killer through a series of captures and releases."
144,Big Hero 6,(2014),G,102 min,"Animation, Action, Adventure",7.8,"
A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
145,Captain Phillips,(2013),18+,134 min,"Action, Biography, Crime",7.8,"
The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
146,Män som hatar kvinnor,(2009),18+,152 min,"Crime, Drama, Mystery",7.8,"
A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years."
147,Changeling,(2008),16+,141 min,"Biography, Crime, Drama",7.8,"
Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child."
148,The King of Comedy,(1982),---,109 min,"Comedy, Crime, Drama",7.8,"
Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
149,Mississippi Burning,(1988),---,128 min,"Crime, Drama, Mystery",7.8,"
Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists."
150,La migliore offerta,(2013),R,131 min,"Crime, Drama, Mystery",7.8,"
A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining."
