,0,1,2,3,4,5,6
22,The Silence of the Lambs,(1991),18+,118 min,"Crime, Drama, Thriller",8.6,"
A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
23,The Green Mile,(1999),18+,189 min,"Crime, Drama, Fantasy",8.6,"
The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
24,Saving Private Ryan,(1998),13+,169 min,"Drama, War",8.6,"
Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
25,Cidade de Deus,(2002),18+,130 min,"Crime, Drama",8.6,"
In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
26,La vita è bella,(1997),13+,116 min,"Comedy, Drama, Romance",8.6,"
When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp."
27,Shichinin no samurai,(1954),---,207 min,"Action, Drama",8.6,"
Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him."
28,It's a Wonderful Life,(1946),7+,130 min,"Drama, Family, Fantasy",8.6,"
An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed."
29,Seppuku,(1962),---,133 min,"Action, Drama, Mystery",8.6,"
When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
30,Sita Ramam,(2022),G,163 min,"Action, Drama, Mystery",8.6,"
An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her."
31,Gladiator,(2000),16+,155 min,"Action, Adventure, Drama",8.5,"
A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery."
32,Whiplash,(2014),13+,106 min,"Drama, Music",8.5,"
A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential."
33,Gisaengchung,(2019),15+,132 min,"Drama, Thriller",8.5,"
Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan."
34,The Departed,(2006),18+,151 min,"Crime, Drama, Thriller",8.5,"
An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston."
35,Léon,(1994),18+,110 min,"Action, Crime, Drama",8.5,"
12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
36,The Prestige,(2006),16+,130 min,"Drama, Mystery, Sci-Fi",8.5,"
After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
37,The Lion King,(1994),G,88 min,"Animation, Adventure, Drama",8.5,"
Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
38,Apocalypse Now,(1979),18+,147 min,"Drama, Mystery, War",8.5,"
A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god."
39,The Pianist,(2002),18+,150 min,"Biography, Drama, Music",8.5,"
A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II."
40,American History X,(1998),18+,119 min,"Crime, Drama",8.5,"
A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did."
41,The Usual Suspects,(1995),18+,106 min,"Crime, Drama, Mystery",8.5,"
A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
42,Casablanca,(1942),G,102 min,"Drama, Romance, War",8.5,"
A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco."
43,The Intouchables,(2011),18+,112 min,"Biography, Comedy, Drama",8.5,"
After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
44,Hotaru no haka,(1988),---,89 min,"Animation, Drama, War",8.5,"
A young boy and his little sister struggle to survive in Japan during World War II."
45,Nuovo Cinema Paradiso,(1988),15+,155 min,"Drama, Romance",8.5,"
A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist."
46,Modern Times,(1936),---,87 min,"Comedy, Drama, Romance",8.5,"
The Tramp struggles to live in modern industrial society with the help of a young homeless woman."
47,City Lights,(1931),G,87 min,"Comedy, Drama, Romance",8.5,"
With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
48,96,(II) (2018),---,158 min,"Drama, Romance",8.5,"
Two high school sweethearts meet at a reunion after 22 years and reminisce about their past."
49,Avengers: Endgame,(2019),15A,181 min,"Action, Adventure, Drama",8.4,"
After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
50,Joker,(I) (2019),18+,122 min,"Crime, Drama, Thriller",8.4,"
The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution."
51,Kimi no na wa.,(2016),7+,106 min,"Animation, Drama, Fantasy",8.4,"
Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
52,The Shining,(1980),18+,146 min,"Drama, Horror",8.4,"
A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
53,Django Unchained,(2012),18+,165 min,"Drama, Western",8.4,"
With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
54,Oldeuboi,(2003),18+,120 min,"Action, Drama, Mystery",8.4,"
After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
55,The Dark Knight Rises,(2012),13A,164 min,"Action, Drama, Thriller",8.4,"
Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane."
56,Idi i smotri,(1985),---,142 min,"Drama, Thriller, War",8.4,"
After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
57,Braveheart,(1995),13+,178 min,"Biography, Drama, History",8.4,"
Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England."
58,Amadeus,(1984),15A,160 min,"Biography, Drama, Music",8.4,"
The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him."
59,The Lives of Others,(2006),R,137 min,"Drama, Mystery, Thriller",8.4,"
In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
60,3 Idiots,(2009),PG-13,170 min,"Comedy, Drama",8.4,"
Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
61,Capharnaüm,(2018),13+,126 min,Drama,8.4,"
While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
62,Sunset Blvd.,(1950),---,110 min,"Drama, Film-Noir",8.4,"
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return."
63,Das Boot,(1981),15+,149 min,"Drama, War",8.4,"
A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II."
64,Witness for the Prosecution,(1957),---,116 min,"Crime, Drama, Mystery",8.4,"
A veteran British barrister must defend his client in a murder trial that has surprise after surprise."
65,Paths of Glory,(1957),15+,88 min,"Drama, War",8.4,"
After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
66,The Great Dictator,(1940),---,125 min,"Comedy, Drama, War",8.4,"
Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime."
67,Tengoku to jigoku,(1963),---,143 min,"Crime, Drama, Mystery",8.4,"
An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom."
68,Sardar Udham,(2021),16+,164 min,"Biography, Crime, Drama",8.4,"
A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre."
69,Dil Bechara,(2020),---,101 min,"Comedy, Drama, Romance",8.4,"
The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group."
70,Asuran,(2019),---,141 min,"Action, Drama",8.4,"
The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. Will the farmer, a loving father and a pacifist by heart, be able to save his hot-blooded son is the rest of the story."
71,Drishyam 2,(2021),13+,152 min,"Crime, Drama, Thriller",8.4,"
A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?"
72,Top Gun: Maverick,(2022),10+,130 min,"Action, Drama",8.3,"
After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it."
73,Good Will Hunting,(1997),7+,126 min,"Drama, Romance",8.3,"
Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
74,Inglourious Basterds,(2009),15+,153 min,"Adventure, Drama, War",8.3,"
In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same."
75,Heat,(1995),18+,170 min,"Action, Crime, Drama",8.3,"
A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist."
76,Requiem for a Dream,(2000),18+,102 min,Drama,8.3,"
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep."
77,American Beauty,(1999),18+,122 min,Drama,8.3,"
A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend."
78,Scarface,(1983),18+,170 min,"Crime, Drama",8.3,"
In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
79,Full Metal Jacket,(1987),18+,116 min,"Drama, War",8.3,"
A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue."
80,Eternal Sunshine of the Spotless Mind,(2004),16+,108 min,"Drama, Romance, Sci-Fi",8.3,"
When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever."
81,Once Upon a Time in America,(1984),18+,229 min,"Crime, Drama",8.3,"
A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
82,Jagten,(2012),15+,115 min,Drama,8.3,"
A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
83,Hamilton,(2020),PG-13,160 min,"Biography, Drama, History",8.3,"
The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
84,Up,(2009),G,96 min,"Animation, Adventure, Comedy",8.3,"
78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
85,Citizen Kane,(1941),7A,119 min,"Drama, Mystery",8.3,"
Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'"
86,Incendies,(2010),15+,131 min,"Drama, Mystery",8.3,"
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes."
87,Lawrence of Arabia,(1962),13A,218 min,"Adventure, Biography, Drama",8.3,"
The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
88,The Sting,(1973),13+,129 min,"Comedy, Crime, Drama",8.3,"
Two grifters team up to pull off the ultimate con."
89,To Kill a Mockingbird,(1962),G,129 min,"Crime, Drama",8.3,"
Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice."
90,Metropolis,(1927),---,153 min,"Drama, Sci-Fi",8.3,"
In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences."
91,Jodaeiye Nader az Simin,(2011),7+,123 min,Drama,8.3,"
A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease."
92,Dangal,(2016),7+,161 min,"Action, Biography, Drama",8.3,"
Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression."
93,Kantara,(2022),---,148 min,"Action, Adventure, Drama",8.3,"
When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice."
94,Ikiru,(1952),---,143 min,Drama,8.3,"
A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer."
95,The Apartment,(1960),---,125 min,"Comedy, Drama, Romance",8.3,"
A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
96,Judgment at Nuremberg,(1961),---,179 min,"Drama, War",8.3,"
In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
97,Double Indemnity,(1944),---,107 min,"Crime, Drama, Film-Noir",8.3,"
A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
98,Taare Zameen Par,(2007),13+,165 min,"Drama, Family",8.3,"
An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
99,Ladri di biciclette,(1948),---,89 min,Drama,8.3,"
In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."
100,K.G.F: Chapter 2,(2022),---,168 min,"Action, Crime, Drama",8.3,"
In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
101,Ratsasan,(2018),---,170 min,"Action, Crime, Drama",8.3,"
A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally."
102,The Kid,(1921),7+,68 min,"Comedy, Drama, Family",8.3,"
The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
103,Shershaah,(2021),13+,135 min,"Action, Biography, Drama",8.3,"
Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
104,Ayla: The Daughter of War,(2017),7+,125 min,"Biography, Drama, History",8.3,"
In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl with no parents, and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »
"
105,Chhichhore,(2019),---,143 min,"Comedy, Drama, Romance",8.3,"
A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
106,Drishyam,(2013),---,160 min,"Crime, Drama, Thriller",8.3,"
A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime."
107,The Wolf of Wall Street,(2013),18+,180 min,"Biography, Comedy, Crime",8.2,"
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
108,Taxi Driver,(1976),18+,114 min,"Crime, Drama",8.2,"
A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
109,No Country for Old Men,(2007),18+,122 min,"Crime, Drama, Thriller",8.2,"
Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande."
110,Kill Bill: Vol. 1,(2003),18+,111 min,"Action, Crime, Drama",8.2,"
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
111,Green Book,(2018),7+,130 min,"Biography, Comedy, Drama",8.2,"
A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South."
112,The Sixth Sense,(1999),15+,107 min,"Drama, Mystery, Thriller",8.2,"
A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist."
113,The Truman Show,(1998),7+,103 min,"Comedy, Drama",8.2,"
An insurance salesman discovers his whole life is actually a reality TV show."
114,There Will Be Blood,(2007),15+,158 min,Drama,8.2,"
A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
115,Casino,(1995),18+,178 min,"Crime, Drama",8.2,"
A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite."
116,1917,(2019),16+,119 min,"Action, Drama, War",8.2,"
April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
117,Batman Begins,(2005),13+,140 min,"Action, Crime, Drama",8.2,"
After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
118,Unforgiven,(1992),18+,130 min,"Drama, Western",8.2,"
Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid."""
119,L.A. Confidential,(1997),15+,138 min,"Crime, Drama, Mystery",8.2,"
As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
120,A Beautiful Mind,(2001),13+,135 min,"Biography, Drama",8.2,"
After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
121,V for Vendetta,(2005),15+,132 min,"Action, Drama, Sci-Fi",8.2,"
In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
122,The Father,(I) (2020),10+,97 min,"Drama, Mystery",8.2,"
A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
123,Pan's Labyrinth,(2006),13+,118 min,"Drama, Fantasy, War",8.2,"
In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
124,Chinatown,(1974),7+,130 min,"Drama, Mystery, Thriller",8.2,"
A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
125,Gone with the Wind,(1939),G,238 min,"Drama, Romance, War",8.2,"
American motion picture classic in which a manipulative woman and a roguish man conduct a turbulent romance during the Civil War and Reconstruction periods."
126,Warrior,(2011),PG-13,140 min,"Action, Drama, Sport",8.2,"
The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
127,Der Untergang,(2004),7+,156 min,"Biography, Drama, History",8.2,"
Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
128,The Elephant Man,(1980),13A,124 min,"Biography, Drama",8.2,"
A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
129,Ran,(1985),7+,162 min,"Action, Drama, War",8.2,"
In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
130,El secreto de sus ojos,(2009),R,129 min,"Drama, Mystery, Romance",8.2,"
A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later."
131,The Great Escape,(1963),---,172 min,"Adventure, Drama, History",8.2,"
Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II."
132,Tumbbad,(2018),---,104 min,"Drama, Fantasy, Horror",8.2,"
A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born."
133,Drishyam 2,(2022),13+,140 min,"Crime, Drama, Mystery",8.2,"
A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?"
134,All About Eve,(1950),---,138 min,Drama,8.2,"
A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends."
135,The Treasure of the Sierra Madre,(1948),---,126 min,"Adventure, Drama, Western",8.2,"
Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains."
136,Rashômon,(1950),---,88 min,"Crime, Drama, Mystery",8.2,"
The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
137,Miracle in Cell No. 7,(2019),13+,132 min,Drama,8.2,"
A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013)."
138,Yôjinbô,(1961),---,110 min,"Action, Drama, Thriller",8.2,"
A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town."
139,Drishyam,(2015),13+,163 min,"Crime, Drama, Mystery",8.2,"
Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
140,Tôkyô monogatari,(1953),---,136 min,Drama,8.2,"
An old couple visit their children and grandchildren in the city, but receive little attention."
141,Zindagi Na Milegi Dobara,(2011),---,155 min,"Comedy, Drama, Musical",8.2,"
Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged."
142,Bacheha-Ye aseman,(1997),PG,89 min,"Drama, Family, Sport",8.2,"
After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
143,Z,(1969),M/PG,127 min,"Crime, Drama, Thriller",8.2,"
The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it."
144,Rangasthalam,(2018),---,170 min,"Action, Drama",8.2,"
Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime."
145,Le salaire de la peur,(1953),---,131 min,"Adventure, Drama, Thriller",8.2,"
In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
146,K.G.F: Chapter 1,(2018),---,156 min,"Action, Crime, Drama",8.2,"
In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
147,Dersu Uzala,(1975),---,142 min,"Adventure, Biography, Drama",8.2,"
The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter."
148,"Swades: We, the People",(2004),---,210 min,"Drama, Musical",8.2,"
A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots."
149,Babam ve Oglum,(2005),G,108 min,"Drama, Family",8.2,"
The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980."
150,La passion de Jeanne d'Arc,(1928),---,110 min,"Biography, Drama, History",8.2,"
In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
151,Pather Panchali,(1955),---,125 min,Drama,8.2,"
Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
152,Baahubali 2: The Conclusion,(2017),---,167 min,"Action, Drama",8.2,"
When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
